songer;2;1;4;0;11
rue;0;1;1;8;3
représenter;0;0;1;12;7
rang;4;5;1;9;2
présence;2;0;3;1;12
principe;3;8;2;1;7
politique;8;4;0;4;2
partager;1;0;3;6;8
nécessaire;11;5;1;2;0
livrer;1;0;2;2;14
inspirer;5;2;0;1;10
infortuné;3;0;3;0;9
imprimer;1;4;0;3;8
habitant;0;4;1;1;9
gagner;2;2;12;1;1
funeste;5;6;0;0;4
france;1;4;9;2;0
fortune;7;2;0;2;0
figure;1;3;2;8;3
fameux;1;7;1;2;0
erreur;2;12;0;0;3
envoyer;2;0;8;0;0
emporter;1;3;0;2;2
eau;0;0;2;4;1
don;8;0;1;1;2
courage;5;3;2;1;10
chemin;1;2;5;4;0
campagne;5;0;1;7;1
aventure;0;0;18;0;1
attacher;2;9;1;3;3
annoncer;1;1;0;2;12
angleterre;4;2;4;1;0
éclairer;6;3;0;2;3
échapper;2;3;1;1;8
véritable;6;2;1;10;1
visage;0;0;4;2;11
verser;2;1;7;0;4
tendre;3;2;4;0;7
soldat;1;1;0;1;1
secours;2;6;1;1;3
remettre;4;1;2;4;1
raisonner;0;7;8;1;0
perfection;1;7;0;1;10
pareil;0;2;2;9;3
monument;1;3;0;9;4
misère;2;1;3;0;3
maladie;1;11;3;2;1
honte;2;5;0;4;0
honorer;0;1;1;4;5
fureur;1;5;1;0;6
fleur;0;0;1;2;4
fermer;7;2;2;3;4
faiblesse;3;2;1;3;10
espagnol;0;2;13;0;0
enseigner;4;4;1;0;1
empereur;3;2;4;0;1
effort;9;2;1;4;1
détruire;3;9;0;0;0
disputer;0;1;5;2;2
curieux;1;1;5;8;1
crainte;7;0;1;5;2
couronner;2;1;0;13;0
contraire;4;10;0;0;2
commencer;3;1;5;0;3
cheval;3;1;10;2;2
agir;10;2;1;2;2
admirer;0;4;1;7;1
action;1;8;1;0;8
éprouver;1;4;3;3;2
voyage;1;4;9;1;1
souffrir;1;5;3;0;3
route;0;0;5;3;4
pénétrer;2;0;0;1;13
prêt;0;1;6;2;7
prouver;6;3;4;1;0
pierre;4;4;0;2;1
mémoire;2;5;1;2;6
médecin;0;5;2;1;0
mois;0;0;5;5;0
important;4;7;1;0;5
flambeau;4;4;0;3;0
fer;8;0;1;0;3
faux;0;9;1;1;0
dîner;2;2;11;2;1
découverte;1;9;2;1;2
créateur;0;2;0;1;16
couper;2;0;2;5;0
commerce;1;11;4;2;0
chasser;5;0;5;2;1
capitale;3;3;2;7;3
bâtir;0;0;0;13;0
beauté;2;7;5;1;2
abuser;4;2;1;2;4
éclairé;4;5;1;3;3
vil;4;3;0;3;0
tyran;8;0;0;0;8
touchant;2;6;1;1;7
surprise;0;1;7;4;5
statue;0;1;1;10;4
salutaire;1;0;0;0;10
robe;1;1;2;7;1
retourner;1;1;12;1;0
punir;3;3;2;2;0
prêtre;2;1;4;0;8
promener;1;1;2;7;4
prix;2;4;4;2;1
peindre;1;1;0;1;11
patron;0;0;11;0;0
ombre;4;0;1;1;8
obliger;1;1;4;2;7
nouvelle;1;4;7;5;0
moral;3;7;2;0;5
moitié;1;3;2;8;2
imaginer;0;6;2;3;1
héros;2;1;0;2;8
généreux;3;2;1;1;10
fuir;1;0;3;0;10
françois;1;9;0;4;0
fait;2;6;1;1;3
faim;1;3;5;2;4
différent;0;9;0;4;0
concevoir;0;6;1;3;3
cendre;4;2;0;0;9
ajouter;4;5;0;0;1
voile;0;1;4;1;5
vin;0;0;6;2;0
village;1;1;8;3;2
valet;2;1;11;1;0
vain;5;3;0;3;2
tombeau;3;0;0;2;2
sourire;1;1;4;1;4
soumettre;10;2;0;0;3
sauver;1;0;5;2;1
ruine;0;1;1;2;6
richesse;3;9;2;2;1
respecter;7;0;2;1;5
rentrer;2;4;1;4;1
prétendre;2;0;3;1;1
préparer;1;0;4;2;1
préjugé;0;11;0;0;0
prison;4;1;6;2;3
perfectionner;0;11;0;1;1
parcourir;0;7;1;3;4
paqueter;0;0;16;0;0
pagode;0;0;0;1;2
nourrir;3;1;2;0;5
mêler;6;2;4;0;2
multitude;1;1;1;8;4
mouvement;6;2;2;1;2
ministre;4;3;0;4;4
marché;3;1;4;2;0
jaloux;5;0;1;3;3
guérir;0;5;5;0;1
fonder;7;2;0;5;2
fidèle;3;7;4;1;0
entourer;2;0;2;0;1
ennemi;4;3;2;0;2
cours;1;5;0;3;3
coucher;0;0;2;0;10
considérer;0;2;1;11;1
bord;4;2;4;1;0
bonté;1;3;1;0;10
antique;4;2;1;4;5
agréable;0;3;3;2;1
achever;4;1;5;4;0
accompagner;2;1;2;1;6
étendue;4;5;1;4;2
épouvantable;1;1;5;2;4
élancer;0;0;0;0;12
éclat;1;1;2;2;7
volume;0;1;1;3;0
vice;3;3;1;1;3
trésor;1;1;4;0;5
tourner;3;4;1;2;3
talent;3;6;0;4;2
santé;3;0;2;1;2
rougir;0;1;4;1;2
rome;1;1;4;2;0
retrouver;1;1;7;0;2
retirer;2;1;3;2;3
ressembler;5;0;1;5;1
reposer;3;0;0;1;6
proposer;3;3;3;4;0
prononcer;4;2;2;2;3
poids;2;3;0;4;1
placer;0;0;0;7;8
nu;1;0;2;0;1
musique;2;2;2;1;3
monstre;7;0;1;1;2
marque;1;5;1;1;4
joli;0;0;7;1;1
globe;0;5;1;0;8
forcer;7;1;1;1;3
faveur;4;0;2;3;1
face;4;2;0;2;3
exposer;1;7;3;1;2
exercer;6;0;3;2;3
entretenir;0;0;1;5;8
dur;6;1;1;4;1
demeurer;1;0;5;4;4
curiosité;0;3;5;3;5
criminel;10;1;0;2;3
cabinet;1;2;4;7;1
barrière;4;0;1;4;1
baiser;2;0;7;0;3
auprès_de;2;0;10;2;1
attention;0;7;4;3;1
arme;2;1;4;0;0
allumer;3;2;0;0;5
acteur;0;0;2;3;0
académicien;0;4;0;6;3
élève;2;2;0;0;1
édifice;1;4;0;7;1
trembler;0;0;3;2;3
travers;0;2;3;1;1
superbe;1;2;0;9;1
sottise;0;0;2;4;0
sommeil;2;1;0;1;8
soir;1;0;5;6;2
satisfaire;0;0;2;6;6
répéter;0;0;0;4;8
réponse;0;0;1;2;0
respectable;5;2;1;3;4
refuser;4;2;1;1;3
rassembler;0;9;0;4;0
rage;2;3;1;2;3
quitter;3;0;7;2;2
projet;2;5;0;3;1
pococurante;0;1;11;0;0
piastre;0;0;12;0;0
paix;3;1;0;1;8
oeuvre;0;9;1;3;2
neuf;1;4;1;0;2
montagne;3;0;2;4;2
marchand;0;0;11;0;0
léger;4;1;1;7;2
jambe;0;1;0;6;0
intelligence;1;3;0;0;8
inconnu;0;3;1;8;2
espérer;0;1;5;0;4
empêcher;1;1;2;6;0
emploi;1;3;0;6;3
couronne;2;0;0;4;9
couler;1;0;2;1;8
contempler;2;0;0;5;6
consulter;1;1;0;1;1
constantinople;1;0;12;0;0
condamner;1;2;1;2;0
combattre;8;2;0;2;1
cas;1;5;0;6;1
bizarre;1;1;0;3;0
bel;4;3;1;0;1
battre;2;0;2;2;5
arracher;3;1;1;0;5
amener;1;3;6;1;1
aise;0;0;3;11;0
acheter;0;0;6;2;0
également;2;4;1;1;0
écraser;0;0;0;5;5
vif;1;1;2;1;7
troupe;0;0;2;6;3
terreur;0;0;0;0;10
terme;0;7;5;0;0
séparer;4;4;2;0;4
suffire;2;1;0;4;1
souvenir;3;0;4;1;2
signe;1;1;2;2;2
scène;0;3;0;2;5
sagesse;3;4;0;0;7
révérend;0;0;10;0;0
réunir;2;9;1;2;0
réflexion;1;4;4;1;3
réel;4;4;0;4;2
revoir;1;0;11;1;1
renfermer;0;5;2;6;1
rare;3;1;2;2;1
puissance;7;1;0;0;5
prévenir;0;1;0;1;1
providence;1;1;2;0;3
propos;1;3;1;3;1
plaindre;4;0;4;0;3
pitié;4;2;3;0;3
philosophie;2;0;2;3;3
pain;2;0;8;0;3
opinion;6;5;0;0;1
obscur;3;0;0;1;0
mépris;2;0;2;2;2
méchant;2;1;1;1;3
marbre;0;3;2;5;2
malade;3;0;2;1;0
louis;0;0;2;10;0
lier;1;6;1;2;1
jeu;1;0;3;5;4
italie;1;0;9;0;1
infini;0;0;0;3;10
hôte;0;0;4;1;1
habiter;2;0;1;5;1
habit;1;0;1;8;1
gouverneur;0;0;7;0;0
flatter;2;1;0;0;6
faute;2;5;1;0;0
fatiguer;2;2;1;1;2
estimer;0;4;0;0;6
embarquer;0;1;8;0;1
désir;6;0;2;1;1
douceur;3;4;0;1;3
disposer;7;1;0;0;3
disparaître;5;1;2;0;2
corneille;1;0;0;3;2
conversation;0;2;3;6;1
contenir;1;2;0;6;1
coin;1;0;1;4;5
civil;5;2;0;3;2
champ;1;2;2;4;2
causer;6;1;3;2;1
bannir;0;5;0;1;1
avantage;2;5;3;3;0
attirer;2;2;0;6;1
appartement;0;1;0;9;0
admirable;5;3;2;1;1
abus;3;7;0;1;0
absolument;1;2;3;5;1
île;0;3;1;1;0
vengeance;3;0;0;1;8
veiller;3;2;0;1;2
tyrannie;10;1;0;0;1
turc;3;2;4;1;0
tronc;0;2;0;3;2
troisième;0;0;3;2;1
tribut;8;0;0;2;0
traîner;1;1;2;4;1
système;0;6;2;0;2
suprême;1;1;0;1;10
sommet;0;1;0;4;3
semblable;3;1;0;2;3
salon;0;1;2;2;1
saient;0;5;4;1;1
répliquer;0;4;6;0;1
rencontre;1;1;1;1;4
rayon;0;0;0;2;7
puissant;1;0;1;0;1
postérité;1;4;0;0;8
portrait;0;2;0;4;1
plume;2;1;2;0;1
plonger;1;1;0;3;4
patience;0;2;1;2;6
oiseau;0;1;2;1;3
observer;0;4;1;6;2
métier;2;1;5;0;0
mépriser;4;0;2;0;1
morceau;0;2;0;3;5
magnifique;0;3;0;8;2
louer;1;0;10;1;1
instruire;2;4;0;2;3
grossier;1;1;0;8;1
graver;4;4;1;1;1
fleuve;0;0;0;0;4
expérience;3;6;3;1;0
exprimer;2;1;0;0;2
expliquer;0;4;4;1;0
eldorado;0;0;10;0;1
détail;0;3;0;2;0
dormir;0;1;3;6;0
domestique;1;0;8;0;1
distinguer;4;3;1;0;3
dignité;0;4;0;5;1
destiner;1;1;0;3;4
créer;3;1;0;2;2
convenir;1;4;4;0;2
compter;0;6;2;0;0
compte;0;6;2;1;1
colonne;0;1;0;6;0
chien;1;2;0;0;1
chapeau;1;4;0;4;1
chanter;0;0;7;2;1
cesse;2;2;2;1;3
buenos;0;0;8;0;0
ayres;0;0;8;0;0
animer;0;0;0;5;8
amuser;0;2;1;2;3
époux;1;0;1;0;1
voyageur;0;0;7;1;1
voeu;0;0;0;0;3
traverser;0;0;4;8;0
séjour;0;1;0;3;6
surprendre;1;7;2;1;1
supplice;2;0;0;1;3
superstition;5;0;0;0;2
sot;1;0;0;3;3
solitaire;0;0;0;0;7
réduire;5;1;4;0;2
récompense;1;3;0;0;1
rival;2;3;2;3;0
revêtir;1;2;0;1;4
renverser;2;0;1;5;1
remercier;0;4;4;0;2
recueillir;1;1;1;0;6
rapporter;1;3;1;0;1
prodigieux;1;3;0;2;0
poursuivre;3;0;1;1;5
poison;5;2;0;0;3
plat;1;1;3;2;0
passager;1;0;3;0;7
passage;2;1;3;3;0
parent;5;0;0;1;2
ordonner;1;6;3;0;0
opéra;1;0;2;2;1
officier;0;2;4;3;0
obtenir;3;1;3;0;2
multiplier;2;4;0;2;2
mortel;1;3;0;2;2
merveilleux;0;8;0;2;1
majestueux;0;1;0;1;10
magnificence;0;0;0;8;4
magistrat;1;8;0;2;1
humeur;4;1;2;0;0
glaive;9;0;0;1;2
frais;1;0;4;4;0
finir;1;5;1;0;2
espérance;1;1;2;1;2
envie;0;3;1;1;4
effacer;1;4;0;5;2
droite;2;0;0;2;3
difficile;4;2;0;0;5
daigner;4;0;0;0;4
cour;0;2;2;4;1
consoler;0;0;4;0;2
consacrer;6;1;0;1;3
compagnie;0;0;4;0;0
communiquer;3;4;1;1;1
commandant;0;0;8;0;0
charme;1;0;0;1;9
canon;1;1;2;3;1
cadavre;4;2;0;0;3
but;0;5;0;1;5
briser;2;1;0;2;3
briller;0;2;2;1;6
bouche;1;0;3;0;1
borne;3;1;0;1;4
aspect;0;3;0;5;3
appliquer;1;6;0;1;3
allemand;0;0;6;0;1
ôter;0;2;2;1;4
éteindre;3;4;0;1;1
établir;2;4;1;2;1
épargner;0;1;0;4;3
volonté;8;0;0;0;0
voiture;0;2;0;7;1
violer;1;0;2;0;0
veille;5;0;0;0;5
unir;2;1;1;1;4
transporter;1;4;1;1;2
transport;0;1;1;0;9
sûr;6;0;0;1;0
sénat;5;0;0;0;2
sucre;0;0;3;2;0
st;0;1;5;4;0
sol;3;1;0;0;0
révolution;8;0;0;0;2
rocher;1;0;0;1;3
repas;0;1;5;0;1
relever;4;0;1;0;1
race;1;2;0;1;0
quoiqu;0;7;2;0;0
périgourdin;0;0;10;0;0
prélat;0;2;0;0;6
prodige;1;2;1;1;3
prière;1;5;0;1;3
posséder;4;4;1;0;1
plante;5;1;0;2;0
physionomie;0;0;1;6;3
peur;1;0;4;1;2
percer;1;2;0;1;0
parfaitement;0;6;1;3;1
parer;2;0;0;4;4
ornement;0;0;0;4;4
orateur;0;1;3;1;4
nègre;1;0;3;2;1
nombreux;0;2;0;5;2
moine;0;0;8;0;1
mine;2;1;1;1;3
merveille;0;4;1;1;3
masse;0;4;0;1;0
lieue;0;2;2;4;0
large;1;0;1;1;0
inviter;0;4;3;0;0
intéresser;0;6;0;1;1
instrument;0;0;0;2;4
informer;2;3;2;0;1
industrie;7;0;0;0;3
imposer;1;2;0;1;3
ignorance;4;2;0;1;1
hollandais;1;0;8;0;0
habile;2;4;1;1;2
goûter;1;0;1;0;8
gouverner;4;4;1;1;1
genou;3;0;2;0;4
gauche;0;0;1;2;4
funèbre;1;0;0;8;2
fou;2;1;2;0;3
forêt;2;0;0;1;5
foi;1;0;4;2;1
fléau;4;1;1;1;2
flamme;0;0;0;2;6
fier;1;0;1;0;9
feuille;0;1;1;0;1
facile;2;4;1;0;0
exécuter;3;2;1;1;0
excellent;0;3;5;0;0
espagne;2;0;4;0;1
esclavage;6;0;0;0;3
entrée;0;0;1;1;3
ennui;1;0;2;0;2
enlever;1;0;3;1;0
déterminer;3;4;2;0;0
désespoir;2;0;2;0;6
délivrer;1;2;4;0;3
défaut;0;8;0;1;0
décider;2;1;0;6;0
débris;0;2;0;2;4
distance;0;1;0;3;2
demeure;1;3;2;0;5
cérémonie;2;1;1;5;1
cultiver;3;0;3;2;2
conter;0;0;9;0;0
comprendre;2;4;0;2;1
clémence;0;1;1;0;9
chrétien;1;0;4;0;1
choisir;1;1;1;0;4
chaîne;3;1;0;3;3
charmant;1;2;3;3;0
cabaret;0;0;9;2;0
bibliothèque;0;2;2;1;0
avilir;6;1;0;2;0
antiquité;0;6;0;1;3
anabaptiste;0;0;10;0;0
aile;1;0;0;4;4
accoutumer;3;3;0;1;2
accorder;2;1;3;0;0
accabler;5;0;1;0;3
étroit;0;2;0;1;0
équité;3;1;0;1;3
éloge;0;1;0;3;1
égorger;6;0;0;0;0
à_coup;2;2;0;1;3
zèle;1;1;0;0;6
westphalie;0;0;5;1;0
vêtir;0;2;2;3;0
vénérable;0;2;0;2;2
voûte;0;0;0;0;6
voyager;1;4;3;0;0
ténèbres;1;0;0;1;6
trépas;2;0;0;3;1
tendresse;0;1;0;0;9
subsister;2;2;0;5;0
souffle;0;1;0;0;8
singulier;0;3;1;1;1
singe;0;0;7;0;0
serment;1;0;2;0;5
rose;1;0;1;1;3
respirer;4;0;0;3;0
repos;2;1;0;0;5
ramasser;1;0;7;0;0
qualité;1;6;1;0;1
périr;0;0;6;0;0
puéril;4;3;0;0;0
près_de;0;0;1;5;2
procurer;0;1;3;4;0
principal;0;5;0;3;0
port;0;0;6;0;3
peser;0;1;3;4;0
