%%MatrixMarket matrix coordinate integer general
3387 2070 36591
31 1 1
87 1 1
95 1 1
163 1 1
165 1 1
204 1 1
216 1 1
218 1 1
219 1 1
245 1 1
265 1 1
267 1 1
280 1 1
295 1 1
303 1 1
310 1 1
311 1 1
321 1 1
325 1 1
332 1 1
334 1 1
336 1 1
338 1 1
339 1 1
340 1 1
343 1 1
345 1 1
347 1 1
350 1 1
351 1 1
352 1 1
354 1 1
357 1 1
358 1 1
360 1 1
361 1 1
365 1 1
367 1 1
370 1 1
371 1 1
372 1 1
375 1 1
381 1 1
382 1 1
392 1 1
393 1 1
400 1 1
418 1 1
419 1 1
433 1 1
438 1 1
441 1 1
443 1 1
450 1 1
452 1 1
453 1 1
456 1 1
458 1 1
475 1 1
486 1 1
494 1 1
515 1 1
532 1 1
543 1 1
549 1 1
551 1 1
556 1 1
557 1 1
558 1 1
565 1 1
566 1 1
571 1 1
577 1 1
578 1 1
592 1 1
594 1 1
621 1 1
625 1 1
646 1 1
648 1 1
651 1 1
656 1 1
657 1 1
658 1 1
663 1 1
665 1 1
666 1 1
667 1 1
671 1 1
673 1 1
674 1 1
677 1 1
679 1 1
683 1 1
684 1 1
687 1 1
698 1 1
718 1 1
726 1 1
727 1 1
740 1 1
744 1 1
756 1 1
763 1 1
768 1 1
769 1 1
774 1 1
775 1 1
777 1 1
780 1 1
785 1 1
788 1 1
790 1 1
798 1 1
800 1 1
802 1 1
827 1 1
830 1 1
834 1 1
835 1 1
836 1 1
843 1 1
845 1 1
852 1 1
853 1 1
871 1 1
876 1 1
878 1 1
880 1 1
883 1 1
899 1 1
915 1 1
919 1 1
922 1 1
923 1 1
928 1 1
930 1 1
934 1 1
935 1 1
947 1 1
950 1 1
963 1 1
970 1 1
973 1 1
974 1 1
978 1 1
985 1 1
998 1 1
1005 1 1
1015 1 1
1020 1 1
1041 1 1
1044 1 1
1047 1 1
1048 1 1
1061 1 1
1077 1 1
1085 1 1
1091 1 1
1093 1 1
1096 1 1
1100 1 1
1113 1 1
1126 1 1
1127 1 1
1130 1 1
1135 1 1
1136 1 1
1147 1 1
1161 1 1
1164 1 1
1169 1 1
1174 1 1
1176 1 1
1179 1 1
1181 1 1
1182 1 1
1184 1 1
1191 1 1
1194 1 1
1197 1 1
1202 1 1
1210 1 1
1214 1 1
1218 1 1
1245 1 1
1268 1 1
1271 1 1
1272 1 1
1278 1 1
1290 1 1
1291 1 1
1315 1 1
1331 1 1
1332 1 1
1355 1 1
1367 1 1
1371 1 1
1372 1 1
1379 1 1
1389 1 1
1390 1 1
1392 1 1
1395 1 1
1396 1 1
1399 1 1
1401 1 1
1410 1 1
1411 1 1
1416 1 1
1418 1 1
1420 1 1
1423 1 1
1428 1 1
1433 1 1
1437 1 1
1440 1 1
1444 1 1
1460 1 1
1468 1 1
1471 1 1
1477 1 1
1483 1 1
1493 1 1
1498 1 1
1504 1 1
1521 1 1
1523 1 1
1532 1 1
1535 1 1
1538 1 1
1551 1 1
1554 1 1
1561 1 1
1570 1 1
1576 1 1
1585 1 1
1587 1 1
1589 1 1
1590 1 1
1591 1 1
1595 1 1
1598 1 1
1602 1 1
1606 1 1
1608 1 1
1610 1 1
1611 1 1
1617 1 1
1619 1 1
1621 1 1
1623 1 1
1624 1 1
1625 1 1
1643 1 1
1645 1 1
1653 1 1
1660 1 1
1677 1 1
1678 1 1
1683 1 1
1696 1 1
1705 1 1
1715 1 1
1724 1 1
1730 1 1
1732 1 1
1733 1 1
1736 1 1
1742 1 1
1743 1 1
1748 1 1
1749 1 1
1753 1 1
1757 1 1
1777 1 1
1780 1 1
1795 1 1
1805 1 1
1808 1 1
1817 1 1
1818 1 1
1829 1 1
1831 1 1
1832 1 1
1833 1 1
1837 1 1
1840 1 1
1842 1 1
1861 1 1
1874 1 1
1875 1 1
1915 1 1
1926 1 1
1935 1 1
1936 1 1
1937 1 1
1938 1 1
1944 1 1
1945 1 1
1964 1 1
1965 1 1
1971 1 1
1972 1 1
1976 1 1
1978 1 1
1982 1 1
1985 1 1
1990 1 1
1996 1 1
2000 1 1
2008 1 1
2012 1 1
2018 1 1
2020 1 1
2023 1 1
2025 1 1
