"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"perfection";-0,906563880548556;0,379139950588106;0,175535606823999;1,79512393298689;-0,441366555208754;0,184586764952332;0,0854606583857135;0,873967828936438;0,334694755774949;0,0380133616632251;0,00712028823976477;0,620171594322062;0,00058032196078452;0,000101501224190095;2,17571813586414e-05;0,00227541730194975;0,00070610970715029;0,940142786960872;0,0006241080993614
"pareil";-0,160409165601728;-1,34343400672503;1,64664975216832;-0,593301535072205;-0,0725098214476764;-0,607273029499001;0,744335768275449;-0,268190338197573;0,00886476893096678;0,403763290136429;0,530061873876024;0,0573100670565835;1,53001934943021e-05;0,00107317670903836;0,00161228209086725;0,000209309773461593;0,000594618700758139;1,02215164097777;0,000621254037254976
"monument";-0,696189543265879;-1,22744712463716;1,38444381802178;-0,476763411547763;-0,342353113109981;-0,603600482601535;0,680804036214336;-0,234449712350788;0,182345455486809;0,368070179824598;0,409171773076918;0,0404125916116766;0,000306212203158793;0,00095186002468636;0,00121092759214354;0,000143606249444078;0,000631782369555522;0,978137443518101;0,000604459587966632
"misère";0,377618665009902;1,04535187206766;-0,320673093075161;0,156914734829479;0,323471348579855;0,895457272455893;-0,274691289074855;0,134414491630097;0,154629783713196;0,769478237160014;0,0632741509196484;0,0126178282071459;4,76944665331777e-05;0,000365498915858417;3,43942728408473e-05;8,23547294705851e-06;0,000334473019176453;0,576138289169104;0,000111023411410002
"maladie";-0,097824559527009;-1,4045284619059;-1,19695045771325;1,57900536338983;-0,0402457141957672;-0,577832921824488;-0,492433865897653;0,6496139504827;0,00291600144895433;0,390335559585515;0,247719003683811;0,35902943528172;6,40157574103464e-06;0,00131962998385117;0,000958392566075489;0,00166785501995871;0,000668946038352906;1,08686072096909;0,000790203362648207
"honte";-0,717010152802598;-1,7945997886237;-0,553782114982714;-0,0610671319881249;-0,356501121405133;-0,892284209110639;-0,275343304740898;-0,0303628908874816;0,184849377325588;0,751947814310479;0,0625691526703174;0,000633655693619361;0,00021016571842731;0,00131657768747624;0,000125368698514271;1,52449608673278e-06;0,00040880035677122;1,00054394852683;0,000409245210430737
"honorer";-0,426507364974549;-0,0698712953522843;1,69541134268458;0,242313452867804;-0,241465112195919;-0,0395573008980052;0,959849052322918;0,137184606617043;0,0986559096652721;0,00171930418487282;0,884576189563596;0,0150485965862581;7,43642729356646e-05;1,99576248908383e-06;0,00117506376653555;2,40030438474762e-05;0,00040880035677122;0,814675850428124;0,000271319464619394
"fureur";-0,608991126132062;0,403870124628707;-0,226759801891619;1,76889659117996;-0,315985269961238;0,209554794616837;-0,117658130213119;0,91782169380298;0,186869243137689;0,0533684328487746;0,014701548354682;0,745060775658857;0,000179177660628763;7,88034788307898e-05;2,48424297904356e-05;0,00151170421264104;0,000483127694365988;0,845204715568248;0,00034513241957204
"fleur";-0,278558999298495;0,66749287959632;1,90469346024768;0,345789628159915;-0,134795159311251;0,323000905628245;0,921684307668214;0,167328171530539;0,0312632781331289;0,116567772352318;0,829402517920939;0,0227664315936137;2,01860343626896e-05;0,000115907061475491;0,000943771378124424;3,110574061992e-05;0,000260145681581686;0,945191476810436;0,000232410751257828
"fermer";-0,480881619537917;0,434901007565479;-0,500004399032526;-1,02727351636605;-0,3660647255604;0,331062597346468;-0,380621686656923;-0,781998276842755;0,232495303945079;0,123482027878061;0,142626597439551;0,50139607073731;0,000154691852838166;0,000126523708743364;0,000167239452316553;0,000705932651764794;0,000668946038352906;0,598344006733123;0,000239493084104432
"faiblesse";-0,71367965578323;0,858459547178358;0,770392840439656;0,338156288364829;-0,510534135342503;0,614103119086722;0,55110418166015;0,241901708829718;0,369434157303478;0,34710045146704;0,244269886466981;0,0391955047625004;0,000359648965753624;0,000520369521654964;0,000419079732548422;8,07434157816588e-05;0,00070610970715029;0,704457267132489;0,000350414032373262
"espagnol";2,65417317437916;0,121134855900847;-0,504184321434422;0,426387056839188;0,96946975141572;0,044246012193776;-0,18415959195393;0,155743173803065;0,967095351614562;0,00130807948435812;0,0198017921975139;0,011794776703567;0,00392706736263972;8,17990187720329e-06;0,000141706089256144;0,000101348626192945;0,000557455031960755;1,6192520958987;0,00146163446748495
"enseigner";-0,535845614507029;-0,0429633583153306;-1,91642133957433;0,0242785266001794;-0,269196543765907;-0,0215838055849415;-0,962766115921759;0,0121969747844436;0,121019128378063;0,000505191689447112;0,878358273950416;0,000117405982076984;0,000106708236430212;6,85985639115314e-07;0,00136489919383673;2,19060076510932e-07;0,000371636687973837;0,924128854588206;0,000317382986428761
"empereur";0,678639313191982;0,41556895921489;-1,22773514414429;-0,253212499528661;0,457050679373203;0,279877795823846;-0,826856285531406;-0,170533805934437;0,315812602044358;0,0768993596822378;0,586510570378515;0,020777467894889;0,000171157766244123;6,41807491686291e-05;0,00056018046089156;2,3828069688402e-05;0,000371636687973837;0,72450960406822;0,000195077362266645
"effort";-0,673390195127239;0,00259391861810039;-1,03798868781245;-1,95936142462757;-0,290589891853622;0,00111936071562263;-0,447926065332311;-0,845528533983332;0,157499446954334;1,51755082132322e-06;0,212346808511187;0,630152226983659;0,000286484466819887;4,25089321222584e-09;0,000680695286623022;0,00242547392111699;0,000631782369555522;1,01799848649749;0,000654729285516955
"détruire";-0,839183831045582;-1,34763425044907;-2,47159099024259;1,48976116644627;-0,254784088401092;-0,409154408481572;-0,750398225100104;0,452305474302857;0,110058432663408;0,184305495286361;0,541723101943245;0,163912970106989;0,000314061023764683;0,000809923326735581;0,00272428810303925;0,000989767355307575;0,000445964025568604;1,51762791378636;0,0010271418840658
"disputer";1,2099243868571;-0,0542946283972418;0,61697849659361;0,204592515584865;0,880233599991523;-0,0394999528346151;0,448858795701002;0,148843356230208;0,860311355996106;0,00112496243458867;0,126938771767914;0,011624909801395;0,000544045273491724;1,09555027233335e-06;0,000141468137824777;1,55560046950139e-05;0,000371636687973837;0,782618775814362;0,000227624553388275
"curieux";0,571055906193213;-1,15071851389098;1,14556248571443;-1,08872539560449;0,280391461943942;-0,565008859722197;0,562477222692321;-0,534569911664222;0,130925789828936;0,34521626038989;0,298965142110666;0,224892807670512;0,000193908041027591;0,000787366194863371;0,000780326094054541;0,000704815214528999;0,000594618700758139;0,946860253907558;0,000533102030878481
"crainte";-0,614817138368899;0,0913455924588867;-0,15882113973753;-2,2073960520263;-0,267459331520552;0,03973739437586;-0,0690907803549949;-0,960267103227396;0,139979304768809;0,00200646778389996;0,00530033792933284;0,852713889517959;0,000210718065425963;4,65141440928257e-06;1,40613318125807e-05;0,00271625390060648;0,000557455031960755;0,985902367299311;0,000541848229808822
"couronner";-0,576857883670756;-2,244988366889;1,79795219495467;-2,15940208686136;-0,158365203471775;-0,616318246795538;0,493593089817306;-0,592822184707035;0,0435359780783815;0,428177583006108;0,239983820365268;0,288302618550246;0,000197868302633033;0,0029968620588476;0,0019221834965615;0,00277271733179199;0,000594618700758139;1,65868737767161;0,00163594102384251
"contraire";-0,876740150195355;-0,75713045300272;-1,93416533684939;1,3158864714693;-0,335857283988028;-0,290037792284816;-0,740930498818014;0,504083286531129;0,188309218145238;0,0911919103623737;0,520034338950682;0,200464532541709;0,000457067513580837;0,000340863102639574;0,00222446591364335;0,00102961629599877;0,000594618700758139;1,21214609211874;0,000873672156169907
"commencer";0,71836312414494;0,984938746316346;-0,519271182623796;-0,178154453096889;0,537300420934219;0,736685925547897;-0,388389403109843;-0,133250802307261;0,392730182607237;0,479412947320866;0,116442012539605;0,0114148575322937;0,000230137763400303;0,000432631634010056;0,000120250882014352;1,41544562917727e-05;0,000445964025568604;0,687728070646695;0,00021092756020013
"cheval";1,36599934101253;0,344484014060504;-0,202356094129063;-0,478237047744773;0,909800892902892;0,22943778534381;-0,134775874039953;-0,318521744479705;0,899544871409598;0,0371488260209212;0,011201326836005;0,0521049757334764;0,0012482226696016;7,93833152585949e-05;2,73919949071303e-05;0,000152995099191372;0,000668946038352906;0,86408991065282;0,000499469478462018
"agir";-0,744917748712422;0,561332634111903;-1,42647245572278;-1,78688325040833;-0,301663471276282;0,227318453936083;-0,577667310809989;-0,723620030554163;0,162107658716492;0,0597740341807051;0,337309606968996;0,44080870013381;0,000350577586215821;0,000199071039988967;0,00128556571792435;0,0020172506228641;0,000631782369555522;1,11000878429517;0,000778431378051558
"admirer";-0,321889990865787;-1,98583217120083;0,945775158045189;-0,154308909259005;-0,144453612764867;-0,891175990601919;0,424432701605361;-0,0692487497493;0,0325500276527973;0,804463967310393;0,159451005738072;0,00353499929874049;5,00583901016238e-05;0,00190522827256914;0,000432153205161299;1,15038692283763e-05;0,000483127694365988;1,07041368284896;0,000553560683870728
"action";-0,679254424806335;0,184875915519038;-0,333092277007154;2,00418470209066;-0,315905896299715;0,0859816140512056;-0,154913697247477;0,932101053069537;0,188724885261635;0,00907841409417089;0,0257518471203656;0,77644485352383;0,000308642720571641;2,2863976308237e-05;7,42198740163739e-05;0,00268699322735604;0,000668946038352906;0,938075409253697;0,000588662796270137
"éprouver";0,146954623281591;-0,747782005198813;-0,0332183637851441;0,43405602712529;0,167439712056797;-0,852020854027996;-0,0378489165089046;0,494562298044285;0,045525451726814;0,765460652972601;0,00131995544244637;0,187693939858139;1,04334620540302e-05;0,000270154342756394;5,33111937093365e-07;9,10234967626459e-05;0,000483127694365988;0,413214908550094;8,24923921668207e-05
"voyage";1,43562905049919;-0,226027383408057;-0,588637155448599;0,537108985175683;0,866173892528275;-0,13637159155874;-0,355148940490162;0,324059881791725;0,849157083670779;0,0136681825788987;0,0810053953144687;0,0561693384358533;0,00122552743905884;3,03781049801057e-05;0,000206031634175483;0,000171539207347378;0,000594618700758139;0,934691040478333;0,000519487046915694
"souffrir";0,130249320725852;-0,0933453674629712;-0,775410458238887;1,4716264706978;0,0779415838669465;-0,0558581476368657;-0,464007942040177;0,880625690387539;0,0122291689205006;0,00407865193115973;0,245937276441143;0,737754902707197;7,56572865298612e-06;3,88584404346535e-06;0,000268140944884602;0,000965817364021916;0,000445964025568604;0,706637783869796;0,000222686319723093
"route";0,856477835746538;0,318548506863254;1,27310234004607;0,00682409236152177;0,546530004989932;0,203270078663228;0,812383694262907;0,00435454494761492;0,426693613947714;0,0383283504475341;0,534965234584327;1,28010204286904e-05;0,000327138821075549;4,52533750073475e-05;0,000722813840447795;2,07677582392952e-08;0,000445964025568604;0,786643425596497;0,000275966052787658
"pénétrer";-1,01815557835239;1,99400384112818;1,41576624201769;0,855442313274708;-0,365759000497806;0,716319654310639;0,508595401949173;0,307306400062366;0,203194801060992;0,506082568030103;0,222937151703503;0,0677854792054024;0,000616405994785245;0,00236423446911488;0,00119185018702952;0,000435130995297032;0,000594618700758139;1,35511985773545;0,00109192794935569
"prêt";0,629051340404702;0,762264718650593;0,987301417791698;0,68478345575403;0,404332296497665;0,489957217216729;0,634602971093413;0,440154959514914;0,25566802549361;0,24378162437477;0,357370578884446;0,143179771247178;0,000235293943133612;0,000345501710301453;0,000579612956487882;0,00027883358482202;0,000594618700758139;0,746393319575926;0,000331263854620229
"prouver";0,229544055725468;0,0656234010230978;-1,60243056139402;-1,01209732213159;0,120163310063694;0,0343529918892939;-0,838851434404469;-0,529819706938459;0,0263899445895525;0,0014005832922961;0,729759666230229;0,242449805887923;2,74143982928704e-05;2,24059873144553e-06;0,00133599568370944;0,000532955769753351;0,000520291363163371;0,84774780096143;0,000373921089508294
"pierre";-0,862980026876211;-0,594190163025885;-1,20590146069025;-0,406354189263293;-0,523535880896436;-0,360471691964634;-0,731572763951498;-0,246519029185401;0,396727743255135;0,122131332046971;0,439571742717697;0,0415691819802013;0,00030444774025048;0,000144331851055597;0,000594476797303539;6,7502638562885e-05;0,00040880035677122;0,822004734133202;0,00027622304193219
"mémoire";-0,625377720620666;0,0665822332955523;-0,0106488780675935;0,92055965146518;-0,560910953693209;0,0597186352269899;-0,00955114350208781;0,825664194628424;0,492246707692239;0,0036232626846096;8,09880158656514e-05;0,504049041607287;0,00023255376450049;2,63605993198951e-06;6,74289306368211e-08;0,00050389776833994;0,000594618700758139;0,534774703368128;0,000170051424624629
"médecin";0,270700579381884;-1,64996819297343;-1,15692891933423;1,68939475705018;0,102401452781286;-0,624155073436459;-0,437646651422113;0,639069476090685;0,0185546588271701;0,447621401295494;0,192310500384566;0,34151343949277;2,17864735179688e-05;0,000809393500170661;0,000397943964439382;0,000848537132495509;0,000297309350379069;1,19229180526224;0,000422643005469151
"mois";1,34888714557998;-1,15938771415777;1,3072785311616;-1,17521993944653;0,539391103782927;-0,463614336381741;0,522752709287473;-0,469945304470381;0,421689613595434;0,202294537336145;0,224746517697944;0,151269331370481;0,000676191664750598;0,000499546555574542;0,000635118610835454;0,00051328300359473;0,000371636687973837;1,24623236035395;0,000577187117583389
"important";-0,691327636377895;0,149861157362876;-1,07481318290126;0,993242631025428;-0,425309874154521;0,092195692208398;-0,661233018188611;0,611050211473706;0,296073626586738;0,00903431327895399;0,406081211903233;0,288810848231079;0,000301950212350877;1,41887999949603e-05;0,000729849763206173;0,000623272844859051;0,000631782369555522;0,762261380615769;0,000367092352104593
"flambeau";-0,811765537772363;-1,07221929142516;-1,12700463891648;-0,782327734429905;-0,422542821985032;-0,558115051827472;-0,586632098012925;-0,407219761423115;0,272811230944811;0,309067510506584;0,298378463611561;0,119742794937047;0,000269384427362249;0,000469979050763601;0,000519233462818937;0,000250200814800078;0,00040880035677122;0,932436676683593;0,000355426628373427
"fer";-0,75013963558946;1,60783130739374;-1,45836629508437;-1,92630754932302;-0,250250665998495;0,536381276763678;-0,486518935008463;-0,642626684773444;0,108176236032688;0,322710946477471;0,232004237982684;0,337108579507159;0,000250948181752172;0,0011528711965373;0,000948490672203706;0,0016548212165507;0,000445964025568604;1,3683463572692;0,000835010444530356
"faux";-0,361641339051055;-2,07144236802411;-1,66811928783354;2,38186867732454;-0,100776894013662;-0,577239119082854;-0,464846969965491;0,663744161215233;0,0182224238451731;0,388222598023678;0,219998264916163;0,373556713214987;5,34647331357605e-05;0,0017541106111379;0,00113753684937063;0,00231924640836247;0,00040880035677122;1,60729227353807;0,00105609012109138
"dîner";1,62202899553675;0,0296939511017474;-0,29260009839799;-0,203076758825016;0,976574123618643;0,0178778211448482;-0,176165583630143;-0,122266314796197;0,974573327547348;0,000212089109121216;0,0179953903292926;0,00721919301423928;0,00175998235181044;5,8983028008746e-07;5,72716930461292e-05;2,75874483256922e-05;0,000668946038352906;0,985760049153424;0,000650030167278329
"découverte";-0,267820542384275;-1,06430568842836;-1,16872941805669;1,74728040304729;-0,112939202682961;-0,448814847404689;-0,492850053443823;0,736823448369325;0,0237106813595635;0,243149917095442;0,256211875997432;0,476927525547563;3,99850469691211e-05;0,000631455291226198;0,000761443689217587;0,00170190397291128;0,000557455031960755;1,04349825810096;0,000607006437486847
"créateur";-0,980932465565789;1,6758891379167;1,56319456004405;1,71008715576897;-0,324484776799737;0,554371001009072;0,517092517289547;0,565683437470626;0,173231307087578;0,328340029628588;0,249625688936524;0,24880297434731;0,000679438885759572;0,00198318283221184;0,00172543360407591;0,00206494587208987;0,00070610970715029;1,41398817533354;0,00141176931171689
"couper";0,18845341722536;-1,13323682430046;0,882905934686028;-2,09776761547952;0,0739181243583953;-0,444495736609449;0,346307069607782;-0,822818974360115;0,010472003164671;0,245894142316504;0,1304264411364;0,613207413382427;1,1878705744583e-05;0,000429538847166466;0,000260729374369491;0,00147189165738783;0,000334473019176453;1,10486443691047;0,000408299718133843
"commerce";0,136555083671565;-1,51343254052124;-1,3188105035548;1,48026084165658;0,0546677169412307;-0,605879323642428;-0,527965399522276;0,592599546755068;0,00528491498255508;0,421534854919845;0,279706201702456;0,293474028395144;1,24740313578812e-05;0,00153220622063158;0,00116347185213157;0,00146577593534091;0,000668946038352906;1,12696059363872;0,000849588346702163
"chasser";0,632762850940038;0,495415260567727;-0,612540031710988;-1,59211629230395;0,335558590245253;0,262722197068178;-0,324834286975547;-0,844310467591973;0,203184368901534;0,0808783349985015;0,10804193173498;0,607895364364985;0,000193438930128101;0,000118577064265053;0,000181272066888304;0,00122464864526743;0,000483127694365988;0,842200872989866;0,000342683589863372
"capitale";-0,319165693070066;-0,769820180411257;0,535886202784772;-0,682533644130603;-0,265280000429738;-0,63984915116014;0,445410942315242;-0,567299460247844;0,117115875590406;0,442432520884386;0,187345625003998;0,253105978521212;6,81433519173525e-05;0,000396432881783542;0,000192103924558922;0,000311629967171979;0,000668946038352906;0,559536186525144;0,000209434123404185
"bâtir";-0,478849953136024;-2,80841121281566;2,83795146349127;-2,35437374226369;-0,102762433996586;-0,602692283881798;0,609031697805542;-0,505254672592485;0,0182845119790046;0,408404921430731;0,364426074600749;0,208884491989519;0,000110779865060162;0,00381051196757445;0,00389109523631332;0,0026780133914594;0,000483127694365988;2,12460218069866;0,00218080673186352
"beauté";0,344977833726022;-0,500918180867605;-0,967111436440934;0,959905189981324;0,231187895634014;-0,335691771464866;-0,648112533548857;0,643283246587363;0,0953520287641261;0,130546803134128;0,425221911470784;0,348879256630961;7,51882339066105e-05;0,000158526215501081;0,00059090891253205;0,00058213563080877;0,000631782369555522;0,670264290410019;0,000283830895011907
"abuser";-0,612251268539772;0,450116457687175;-0,224570276191518;-0,420509391045233;-0,682508819797547;0,501768584392193;-0,250340345607835;-0,468764023765225;0,605971368191409;0,212680463171302;0,0462607111268078;0,135087457510483;0,000181101196884617;9,78840022019866e-05;2,43650035801082e-05;8,54305754215854e-05;0,000483127694365988;0,471871232712652;0,000107574401048121
"éclairé";-0,601323965694702;-0,389323125152623;-0,564969060029729;-0,00533328982915154;-0,659093920692405;-0,426725890887477;-0,619246353194496;-0,0058456657379744;0,563973441445737;0,153513694601478;0,282491898564511;2,09653882783225e-05;0,000215008480284706;9,01278405105426e-05;0,000189796366160771;1,69133226708674e-08;0,000594618700758139;0,480395628650975;0,00013722607999225
"vil";-0,818766213541582;-0,952029102568234;-1,00677322249155;-1,17779378931137;-0,410537929156097;-0,477357333266233;-0,504806606642545;-0,590558104669822;0,269267861406831;0,236401506165361;0,23101652547419;0,263314106953621;0,000249137101396321;0,000336836410040463;0,000376688093327643;0,000515533748379828;0,000371636687973837;0,946645801188619;0,000333037859710139
"tyran";-1,08683415861008;1,94086786888166;-0,464160563746578;-0,888309261400104;-0,445456947250339;0,795496782134612;-0,190243880469281;-0,364088236151454;0,286528539567802;0,593360132584629;0,0296546529562882;0,090456674891283;0,000702368656650322;0,00223990966817734;0,00012810764319164;0,00046920965892029;0,000594618700758139;1,21814558867951;0,000882342009941636
"touchant";-0,66536245236195;0,238206762654497;-0,198092111279925;1,29629389615649;-0,44665580567913;0,15990748067308;-0,132978636303155;0,870198179247043;0,341614907640972;0,0284323990119326;0,0171818387422678;0,612770854604829;0,000279694599421096;3,58488869542035e-05;2,47914463123514e-05;0,00106163310943265;0,000631782369555522;0,682982761555907;0,000294704648948382
"surprise";0,845186144179757;0,127601791654446;1,01818578603071;0,158179480104098;0,631308416205662;0,0953116488587869;0,760529808029426;0,118151531172658;0,539125657015897;0,00797965110554599;0,443970755550265;0,00892393632829634;0,000451307176725456;1,02868177853508e-05;0,000654970232379753;1,58076674127413e-05;0,000631782369555522;0,690601041231798;0,000301315837987124
"statue";-0,407654462516114;-1,25431004533409;2,10669669540613;-0,827633107912834;-0,155613445289168;-0,478806257658801;0,804186783404818;-0,315931386014466;0,0412374415425409;0,25351415160815;0,62492281492665;0,0803255919226613;9,88150205496073e-05;0,000935509849755317;0,00263901945380414;0,000407299872937985;0,000594618700758139;1,20438740362197;0,000862523572471097
"salutaire";-1,05032293788412;2,35735623035914;1,52749606257502;1,29594534257465;-0,321498597136479;0,72157494964184;0,467558903586991;0,396682386507369;0,161533926410047;0,528388766556866;0,193862268042821;0,116215038990267;0,000450979671930311;0,00227175607124066;0,000953831070053672;0,000686569705676756;0,00040880035677122;1,56787283509676;0,00100492334983566
"robe";0,00715597661162273;-1,42266603024504;1,34676929262032;-1,25641951479333;0,00307477437080515;-0,611290014686143;0,578678764490442;-0,539857343411572;1,65745981508211e-05;0,425398742477033;0,333124546452313;0,241460136472507;2,28369263859483e-08;0,000902621659110974;0,000808883987310106;0,000703994349852913;0,000445964025568604;1,05455022549105;0,000495945969116941
"retourner";2,38449488095959;0,148328237291888;-0,338033847010947;-0,179519222986702;0,985504233942061;0,061303593910628;-0,139708325694098;-0,0741947301879664;0,983676029023474;0,00247167899117386;0,0112174648258896;0,00263482715946461;0,00316958664931757;1,22647164290091e-05;6,3698648204077e-05;1,79651877258153e-05;0,000557455031960755;1,44241493534135;0,00115981911273364
"punir";-0,0224104709746021;-0,716443478205341;-1,04540649392699;-0,585774264673952;-0,0160492958406547;-0,513082181443504;-0,748669589041234;-0,419503208131981;0,000449985058825777;0,298638014224906;0,555624713797887;0,145287286918382;1,86646799949265e-07;0,000190757862889463;0,000406152347831397;0,000127520250168838;0,000371636687973837;0,633828549353382;0,000149300813875209
"prêtre";0,0909430375328898;1,47648990873272;0,449398658736974;0,688189516645409;0,053739520546922;0,872478662909952;0,265555990981946;0,406660868970506;0,00469308968920309;0,803278242988333;0,065027720064544;0,127000947257923;4,61050769791991e-06;0,00121526448486857;0,0001125831469124;0,000264013384952788;0,000557455031960755;0,79645251684932;0,000353614136090911
"promener";-0,202717085366372;-0,648150984280758;1,47143271889222;-0,648868560920859;-0,116126142297846;-0,371292204083564;0,842907764715374;-0,371703266658124;0,0235981489519935;0,156651550035333;0,705493619017806;0,11425668199487;2,29081778835868e-05;0,000234186690811719;0,00120695383132891;0,000234705520301494;0,000557455031960755;0,791719323042264;0,000349423676868496
"prix";0,421279588417633;-0,572400133204476;-0,64320604379377;0,204749763563447;0,429797729491614;-0,583973884270164;-0,656211468151621;0,208889739529168;0,275242452372156;0,329958356278194;0,364074161464726;0,0307250298849215;8,57438081992455e-05;0,000158292881760165;0,000199876698084095;2,02539041857714e-05;0,000483127694365988;0,481762030306081;0,000112131354986632
"peindre";-0,986883598801419;1,66416395290835;1,37722684090218;1,20390664964366;-0,370644307915532;0,625010788843604;0,517245691294135;0,452151750717128;0,214830208905132;0,396680456686638;0,237404794364559;0,15108454004367;0,000506732173560479;0,00144091657760642;0,000986864605255675;0,000754105734160367;0,000520291363163371;1,27743295655265;0,000849029635008766
"patron";3,17662424429599;0,489635784500118;-0,223394401168058;0,00393386337063586;0,985949126357213;0,151971381200646;-0,0693363450399381;0,0012209782634668;0,982091915165184;0,0151513677493918;0,00275600533145276;7,11753973067926e-07;0,00412518052192432;9,80071062915678e-05;2,04012057085471e-05;6,32630040163281e-09;0,00040880035677122;1,92313440969268;0,00151192602702483
"ombre";-0,726124022202434;1,64341459436023;0,484401303447849;-0,166540925129838;-0,388660325970229;0,879643190995006;0,259277427466734;-0,0891415905123451;0,217218649837964;0,722528320948768;0,0548530963713939;0,00539993284187473;0,000274326792726036;0,00140520891204797;0,000122083570646189;1,4430738680074e-05;0,000520291363163371;0,934721236960747;0,000454580536329568
"obliger";0,172007598262764;0,843252697839748;0,889680262368687;0,492714252530264;0,129108056311067;0,632941322922489;0,667789624254102;0,369828891882818;0,0280389490757883;0,437589650785117;0,425646847164421;0,108724552974677;1,64932067750061e-05;0,000396392399517252;0,000441242921760303;0,000135331872294368;0,000557455031960755;0,616292136212316;0,000211730338834439
"nouvelle";0,926095637654664;-1,07525080908048;0,0241361026555162;-0,153703187503185;0,648710790308855;-0,753190894954779;0,0169068394148663;-0,107665895598746;0,529443547728886;0,463460402463098;0,000204059732358277;0,00689199007565947;0,000541850126780547;0,000730444222583611;3,68045736351996e-07;1,49256498969402e-05;0,000631782369555522;0,763599910478318;0,000368382711305278
"moral";-0,437910975893319;0,0944381718518853;-0,91745946817744;1,20276543342189;-0,277567137760102;0,0598590455577213;-0,581525955300455;0,762365359924279;0,14112555798105;0,00426200788620169;0,351497973766525;0,503114460366226;0,000121154392289775;5,63459421533914e-06;0,000531791358990759;0,000913964608785022;0,000631782369555522;0,699363326521023;0,000309010482466306
"moitié";-0,182419070452203;-1,37367104601054;1,01941448703646;-0,581587939777818;-0,100453416754182;-0,756444760550435;0,56136492778783;-0,320265285580518;0,0165710303874288;0,610182321742392;0,29364707569658;0,0795995721736034;1,97869583853996e-05;0,00112202892382796;0,000617931259925555;0,00020112652397503;0,000594618700758139;0,850188726326111;0,000429802806821474
"imaginer";-0,048005282047958;-1,55339832915307;-0,32823006723977;1,14667322006899;-0,0245041495205564;-0,792927430038263;-0,167544034774143;0,585315841030115;0,00102343341453959;0,695876713593251;0,0271489667427268;0,275950886249484;1,02772726527605e-06;0,00107613187260988;4,80459240553994e-05;0,000586380023914102;0,000445964025568604;0,900283083652845;0,000361458137674212
"héros";-0,946157793881741;1,12092177441224;1,02388157020841;0,430643062436247;-0,514226284336252;0,609208572623825;0,556468296148123;0,234049735999378;0,374001446734839;0,340864557519512;0,248519592300522;0,0366144034451268;0,000432502951612945;0,00060703334014305;0,000506478932197183;8,95976963697822e-05;0,000483127694365988;0,928211170085962;0,000416251214937586
"généreux";-0,741306679624078;1,28985610717765;0,527150649492408;0,654924527262303;-0,433811103687548;0,754821070459821;0,308487447033226;0,383260450516622;0,276110224157464;0,542818056450244;0,0792266321176083;0,101845087274685;0,000347186899261917;0,00105111450917197;0,00017556461734148;0,000270987970825247;0,000631782369555522;0,846401704814976;0,000452606265071089
"fuir";-0,144548541702669;1,95713042053221;1,15230524891579;1,01908573988808;-0,0579698842953008;0,784889440548198;0,462121590198534;0,408695111914865;0,00556824049614006;0,662849885391007;0,200789351328893;0,130792522783961;1,08711138961333e-05;0,00199290295680155;0,000690846715233552;0,000540341178586486;0,000520291363163371;1,16218317185947;0,000702741792379468
"françois";-0,694477701229105;-2,16206492378753;-0,89360506614286;1,11253904164564;-0,258940714986789;-0,806140551701756;-0,333186701795215;0,414817717522945;0,105865240272765;0,666283922329412;0,0994587649075082;0,128392072490317;0,000250936148545506;0,00243211484634358;0,000415468269633811;0,000643987054727264;0,000520291363163371;1,28056454170112;0,000853197474225916
"fait";-0,549409565926135;-0,442317064090691;-0,865223968282925;1,14705040126032;-0,343258152163828;-0,276349280221147;-0,540571549860092;0,71665006507792;0,204580707916026;0,0861042776070116;0,287901791913173;0,421413222563791;0,000145832515411954;9,4521220730471e-05;0,000361675438486185;0,000635663003545753;0,000483127694365988;0,728758676679428;0,000256583904967376
"faim";0,49332324386081;0,0826970862252296;0,170194177072746;0,559687167759136;0,640937729525459;0,107442094697903;0,221120473825144;0,727159376762082;0,590298818080564;0,0107714524209843;0,0398669665921209;0,359062762906334;0,000135666617511531;3,81232797131507e-06;1,61472747377002e-05;0,000174622635882029;0,000557455031960755;0,385225903161785;8,2725767318351e-05
"différent";-0,660863756405051;-2,43851811317018;-0,739389490348236;1,4718077200314;-0,219122049585748;-0,808537435637977;-0,245158762297089;0,48800606945638;0,0775465014614005;0,685607258972154;0,0550807604513718;0,181765479115075;0,000211001626240796;0,00287285631215131;0,000264124373408893;0,00104655989080097;0,000483127694365988;1,42380557893668;0,000979407248622927
"concevoir";-0,449008176571399;-1,09466133347571;0,0172928032500358;1,33221656050733;-0,251989791327235;-0,61433954967783;0,00970496777077406;0,747658930508468;0,110857782178029;0,427860641040646;9,33047015551174e-05;0,461188272079771;9,74025737388005e-05;0,000578923913151801;1,44475010226618e-07;0,000857455497739329;0,000483127694365988;0,809079164103297;0,000316259782191882
