L'ANNÉE;357;349;20;335;457
*À;357;349;20;335;457
chaumière;20;45;8;16;41
*VOYAGE;5;47;4;52;22
DANS;5;47;4;52;22
CENT;357;349;20;335;457
*Candide;37;47;527;57;45
indienne;20;45;8;16;41
LES;5;47;4;52;22
*La;20;45;8;16;41
DEUX;357;349;20;335;457
MILLE;357;349;20;335;457
QUATRE;357;349;20;335;457
QUARANTE.;357;349;20;335;457
ESPACES.;5;47;4;52;22
