%%MatrixMarket matrix coordinate integer general
164 150 731
12 1 1
23 1 1
28 1 1
30 1 1
72 1 1
79 1 1
95 1 1
107 1 1
120 1 1
6 2 1
58 2 1
92 2 1
95 2 1
12 3 1
25 3 1
93 3 1
23 4 1
39 4 1
66 4 1
138 4 1
4 5 1
11 5 1
31 5 1
32 5 1
43 5 1
50 5 1
79 5 1
85 5 1
94 5 1
98 5 1
151 5 1
153 5 1
164 5 1
4 6 1
66 6 1
153 6 1
93 7 1
97 7 1
141 7 1
26 8 1
49 8 1
60 8 1
137 8 1
42 9 1
46 9 1
73 9 1
103 9 1
116 9 1
133 9 1
146 9 1
6 10 1
7 10 1
11 10 1
18 10 1
24 10 1
25 10 1
34 10 1
35 10 1
39 10 1
47 10 1
52 10 1
56 10 1
66 10 1
72 10 1
73 10 1
78 10 1
81 10 1
84 10 1
89 10 1
91 10 1
109 10 1
124 10 1
129 10 1
134 10 1
140 10 1
143 10 1
148 10 1
155 10 1
156 10 1
160 10 1
14 11 1
52 11 1
77 11 1
89 11 1
30 12 1
113 12 1
22 13 1
65 13 1
83 13 1
16 14 1
20 14 1
25 14 1
32 14 1
44 14 1
47 14 1
59 14 1
66 14 1
104 14 1
109 14 1
110 14 1
93 15 1
98 15 1
103 15 1
107 15 1
17 16 1
30 16 1
38 16 1
123 16 1
131 16 1
147 16 1
21 17 1
23 17 1
26 17 1
47 17 1
117 17 1
18 18 1
36 18 1
43 18 1
97 18 1
139 18 1
1 19 1
35 19 1
91 19 1
32 20 1
64 20 1
69 20 1
145 20 1
22 21 1
23 21 1
44 21 1
94 21 1
125 21 1
142 21 1
30 22 1
141 22 1
52 23 1
55 23 1
102 23 1
27 24 1
66 24 1
86 24 1
135 24 1
138 24 1
140 24 1
131 25 1
132 25 1
133 25 1
139 25 1
16 26 1
28 26 1
29 26 1
85 26 1
99 26 1
154 26 1
24 27 1
37 27 1
94 27 1
110 27 1
122 27 1
132 27 1
139 27 1
12 28 1
49 28 1
53 28 1
87 28 1
35 29 1
54 29 1
63 29 1
84 29 1
93 29 1
132 29 1
16 30 1
29 30 1
90 30 1
154 30 1
11 31 1
112 31 1
115 31 1
61 32 1
87 32 1
136 32 1
161 32 1
6 33 1
57 33 1
135 33 1
11 34 1
16 34 1
22 34 1
26 34 1
39 34 1
72 34 1
105 34 1
107 34 1
124 34 1
7 35 1
40 35 1
53 35 1
85 35 1
86 35 1
85 36 1
86 36 1
9 37 1
25 37 1
73 37 1
131 37 1
138 37 1
152 37 1
9 38 1
18 38 1
30 38 1
81 38 1
135 39 1
136 39 1
137 39 1
138 39 1
141 39 1
157 39 1
69 40 1
130 40 1
146 40 1
41 41 1
143 41 1
144 41 1
13 42 1
14 42 1
50 42 1
109 42 1
122 42 1
148 42 1
83 43 1
105 43 1
125 43 1
126 43 1
130 43 1
143 43 1
8 44 1
15 44 1
20 44 1
62 44 1
65 44 1
74 44 1
77 44 1
110 44 1
148 44 1
11 45 1
33 45 1
109 45 1
57 46 1
133 46 1
154 46 1
8 47 1
18 47 1
39 47 1
118 47 1
20 48 1
74 48 1
109 48 1
66 49 1
