devenir	3
paria	61
abri	5
siècle	3
aurore	4
voix	5
voir	31
courrier	3
solution	4
embouchure	5
histoire	4
chef	18
tirer	3
air	3
propre	5
chine	3
mer	8
connaissance	3
appeler	5
brame	10
naître	3
joie	5
solitaire	3
ensuivre	4
repos	3
indien	24
amour	3
rayon	4
angleterre	8
empereur	4
nombre	5
méchant	4
souci	5
sentir	6
salon	4
tombeau	7
boire	6
fin	5
mettre	23
vivre	11
éloigner	4
hôte	6
touchant	3
espèce	3
doux	7
langue	4
bois	10
valoir	4
disputer	3
enlever	4
estrade	3
pluie	6
prendre	18
forcer	4
état	6
tranquille	3
peine	6
coeur	18
sage	3
ambre	3
vache	6
toucher	3
environner	3
reposer	5
bibliothèque	3
guerre	6
haïr	3
savant	11
sorte	3
pavot	6
nature	22
bras	6
abandonner	3
demander	12
jagrenat	18
source	10
parler	9
milieu	3
suffire	4
penser	11
premier	4
tête	5
paraître	6
obscurité	3
pauvre	5
voyager	5
livre	22
marcher	4
pistolet	3
vieux	9
forteresse	5
étoile	3
asseoir	5
vérité	54
tronc	4
royal	11
occuper	3
regarder	3
déjeuner	3
bâtir	5
honorer	5
bord	7
humanité	3
fouet	3
larme	6
mollah	3
horizon	4
palmier	3
pays	9
lier	5
maître	3
lieu	8
langage	4
réfléchir	3
pipe	6
connaître	7
sûreté	3
emporter	3
attacher	3
repartir	6
seigneur	6
petit	9
voisin	4
rempart	4
nu	4
dieu	24
troupe	3
doute	6
sujet	3
roi	3
corps	3
sortir	14
donner	14
coucher	4
hospitalité	4
malheureux	10
lever	8
attendre	4
ville	14
ambassadeur	3
rocher	4
élément	3
répéter	3
superstition	6
père	3
chameau	3
ciel	8
retirer	5
embarquer	4
exemple	3
pièce	4
réflexion	4
abord	8
académie	3
rivage	3
admirer	4
soleil	8
arroser	3
intérêt	6
découvrir	3
allumer	3
reispoutes	3
main	10
nation	9
fumer	3
ensemble	4
soie	3
ancien	5
mépriser	4
réponse	8
homme	64
apporter	9
clarté	4
foulsapatte	3
tigre	3
place	8
tenir	5
droite	3
feuille	4
hui	3
mêler	4
douleur	3
quantité	3
aller	16
exprimer	3
quartier	4
apercevoir	9
perdre	7
étendre	3
canne	4
paix	3
vaste	5
entendre	11
crime	3
différent	4
dispute	4
espérer	3
fâcher	3
monde	9
profond	6
arbre	18
jeter	12
pleurer	4
garde	4
heureux	11
parent	3
horreur	3
vrai	5
près_de	3
tour	6
côté	4
parcourir	3
hâter	3
seulement	3
argent	4
ôter	3
rapporter	4
élevé	5
omrahs	3
coco	3
extrémité	4
crainte	5
utile	3
cabane	13
compatriote	3
fruit	8
tradition	3
voleur	4
charger	8
faible	4
entourer	6
gange	13
européen	4
rose	5
esprit	5
coton	3
ami	4
delhi	3
accepter	4
mot	8
gloire	4
communiquer	6
tomber	5
besoin	4
laisser	4
sommet	3
résoudre	5
peuple	5
porter	5
inondation	3
origine	3
